club_name_x,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,search_volume_sv
AS Monaco,Jessy Pi,Toulouse,0.63,Ligue 1,2016,27.0,Midfielder,3178.0,1695.0,1483.0,France,37.0,19.0,18.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,70.0,34.0,36.0,4.0,0.0,0.08,0.0,0.08,0.0,0.18,1059.0,1.98,45.0,86.0,795.0,0.0,0.11,193.0,377.0,-1.0,4.0,179.0,72.0,1.0,64.0,74.0,625000.0,5000.0,"CDM, CM",Right,1.0,3.0,2.0,Medium/Medium,Normal,No,,,LDM,25.0,AS Monaco,,2016.0,,,67.0,43.0,63.0,60.0,58.0,63.0,,,,,,,,51.0,34.0,56.0,72.0,41.0,53.0,45.0,54.0,67.0,65.0,69.0,66.0,73.0,68.0,68.0,57.0,52.0,71.0,58.0,48.0,67.0,63.0,45.0,61.0,57.0,,54.0,60.0,55.0,6.0,13.0,13.0,12.0,11.0,54+0,54+0,54+0,57+0,57+0,57+0,57+0,57+0,60+0,60+0,60+0,60+0,63+0,63+0,63+0,60+0,62+0,64+0,64+0,64+0,62+0,62+0,60+0,60+0,60+0,62+0,1600.0
AS Monaco,Elderson,Standard Liège,0.225,Ligue 1,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0
OGC Nice,Nampalys Mendy,Leicester,13.95,Ligue 1,2016,28.0,Midfielder,3392.0,1710.0,1682.0,France,38.0,19.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,8.0,4.0,40.0,16.0,24.0,3.0,1.0,0.05,0.03,0.03,0.0,0.05,3392.0,1.06,85.0,89.0,848.0,3392.0,0.11,259.0,245.0,-1.0,12.0,168.0,68.0,1.0,74.0,81.0,4100000.0,35000.0,CDM,Right,1.0,3.0,3.0,Medium/High,Normal,No,,,CDM,22.0,,2013-07-01,2017.0,,,73.0,48.0,69.0,72.0,72.0,74.0,,,,,,,Injury Free,67.0,45.0,52.0,76.0,43.0,68.0,57.0,48.0,70.0,75.0,73.0,73.0,76.0,75.0,83.0,55.0,82.0,80.0,69.0,53.0,79.0,75.0,32.0,67.0,55.0,,75.0,75.0,71.0,14.0,12.0,9.0,12.0,15.0,57+0,57+0,57+0,65+0,62+0,62+0,62+0,65+0,66+0,66+0,66+0,67+0,69+0,69+0,69+0,67+0,74+0,74+0,74+0,74+0,74+0,73+0,72+0,72+0,72+0,73+0,19000.0
OGC Nice,Niklas Hult,Panathinaikos,0.27,Ligue 1,2016,31.0,Midfielder,795.0,512.0,283.0,Sweden,15.0,10.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,9.0,3.0,6.0,3.0,1.0,0.11,0.0,0.11,0.0,0.32,795.0,1.02,88.0,53.0,199.0,0.0,0.45,175.0,259.0,-1.0,7.0,173.0,65.0,1.0,72.0,76.0,2600000.0,20000.0,"LM, CM, CDM, LB",Left,1.0,3.0,2.0,High/High,Lean,No,,,SUB,13.0,,2014-06-25,2017.0,,,84.0,61.0,70.0,72.0,65.0,61.0,,,,,,,Avoids Using Weaker Foot,73.0,63.0,46.0,75.0,56.0,70.0,65.0,51.0,65.0,70.0,83.0,84.0,80.0,74.0,84.0,67.0,80.0,82.0,45.0,57.0,69.0,70.0,60.0,69.0,50.0,,67.0,68.0,61.0,7.0,8.0,13.0,16.0,15.0,65+0,65+0,65+0,71+0,69+0,69+0,69+0,71+0,70+0,70+0,70+0,72+0,70+0,70+0,70+0,72+0,72+0,69+0,69+0,69+0,72+0,71+0,64+0,64+0,64+0,71+0,1400.0
LOSC Lille,Sofiane Boufal,Southampton,16.83,Ligue 1,2016,27.0,Midfielder,2340.0,1291.0,1049.0,Morocco,29.0,16.0,13.0,11.0,4.0,7.0,4.0,4.0,0.0,2.0,0.0,12.0,9.0,3.0,18.0,7.0,11.0,13.0,2.0,0.58,0.15,0.42,0.28,0.6,213.0,0.69,130.0,81.0,167.0,585.0,0.54,22.0,100.0,-1.0,1.0,170.0,60.0,1.0,78.0,85.0,12000000.0,45000.0,"CAM, RM, LM",Right,1.0,4.0,5.0,High/Low,Lean,No,,#Acrobat,RM,7.0,,2015-01-09,2019.0,,,86.0,70.0,74.0,85.0,36.0,49.0,,,,,,,"Flair, Technical Dribbler (AI)",70.0,71.0,35.0,77.0,70.0,85.0,71.0,72.0,66.0,83.0,86.0,86.0,91.0,72.0,89.0,72.0,34.0,70.0,40.0,66.0,47.0,19.0,76.0,78.0,69.0,,44.0,40.0,32.0,9.0,16.0,10.0,14.0,7.0,70+0,70+0,70+0,79+0,77+0,77+0,77+0,79+0,78+0,78+0,78+0,78+0,71+0,71+0,71+0,78+0,60+0,55+0,55+0,55+0,60+0,55+0,43+0,43+0,43+0,55+0,13000.0
LOSC Lille,Djibril Sidibé,Monaco,13.5,Ligue 1,2016,28.0,Defender,3275.0,1655.0,1620.0,France,37.0,19.0,18.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,18.0,11.0,7.0,24.0,10.0,14.0,3.0,0.0,0.19,0.08,0.11,0.22,0.0,819.0,0.66,136.0,89.0,1092.0,1092.0,0.08,173.0,166.0,18.0,4.0,182.0,73.0,1.0,75.0,80.0,4600000.0,30000.0,"LB, RB",Right,1.0,4.0,2.0,High/Medium,Normal,No,,,LB,19.0,,2012-07-01,2019.0,,,75.0,47.0,68.0,71.0,75.0,73.0,,,,,,,,75.0,41.0,67.0,73.0,32.0,73.0,62.0,24.0,67.0,72.0,74.0,76.0,66.0,75.0,60.0,57.0,82.0,74.0,72.0,49.0,74.0,74.0,69.0,63.0,43.0,,77.0,76.0,79.0,10.0,16.0,9.0,12.0,7.0,63+0,63+0,63+0,68+0,67+0,67+0,67+0,68+0,67+0,67+0,67+0,70+0,69+0,69+0,69+0,70+0,75+0,73+0,73+0,73+0,75+0,75+0,75+0,75+0,75+0,75+0,13000.0
LOSC Lille,Benjamin Pavard,VfB Stuttgart,4.5,Ligue 1,2016,24.0,Defender,630.0,325.0,305.0,France,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,158.0,48.0,210.0,0.0,0.43,367.0,361.0,14.0,30.0,182.0,67.0,1.0,67.0,77.0,900000.0,7000.0,"RB, LB, CB",Right,1.0,3.0,2.0,Medium/Medium,Lean,No,,,SUB,28.0,,2015-01-18,2018.0,,,65.0,40.0,60.0,63.0,71.0,60.0,,,,,,,,67.0,33.0,65.0,67.0,34.0,61.0,49.0,45.0,57.0,66.0,63.0,66.0,61.0,65.0,73.0,60.0,55.0,57.0,58.0,34.0,69.0,70.0,42.0,50.0,48.0,,73.0,72.0,70.0,9.0,7.0,15.0,7.0,15.0,54+0,54+0,54+0,57+0,56+0,56+0,56+0,57+0,57+0,57+0,57+0,59+0,59+0,59+0,59+0,59+0,67+0,66+0,66+0,66+0,67+0,67+0,68+0,68+0,68+0,67+0,155000.0
LOSC Lille,Serhou Guirassy,1. FC Köln,3.42,Ligue 1,2016,25.0,Forward,300.0,201.0,99.0,France,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,100.0,38.0,150.0,0.0,0.6,370.0,364.0,-1.0,27.0,187.0,82.0,1.0,67.0,77.0,1100000.0,8000.0,ST,Right,1.0,3.0,2.0,Medium/Low,Normal,No,,,SUB,12.0,,2015-07-02,2019.0,,,71.0,66.0,55.0,67.0,34.0,65.0,,,,,,,,38.0,71.0,68.0,66.0,51.0,69.0,56.0,67.0,47.0,65.0,69.0,73.0,68.0,56.0,66.0,69.0,73.0,57.0,77.0,56.0,42.0,29.0,67.0,57.0,54.0,,31.0,29.0,34.0,11.0,8.0,12.0,12.0,8.0,67+0,67+0,67+0,63+0,66+0,66+0,66+0,63+0,64+0,64+0,64+0,62+0,57+0,57+0,57+0,62+0,48+0,47+0,47+0,47+0,48+0,47+0,46+0,46+0,46+0,47+0,4500.0
LOSC Lille,Ronny Rodelin,SM Caen,0.9,Ligue 1,2016,31.0,Forward,2870.0,1561.0,1309.0,France,35.0,18.0,17.0,10.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,9.0,8.0,1.0,40.0,19.0,21.0,1.0,0.0,0.38,0.06,0.31,0.29,0.34,287.0,1.25,72.0,82.0,2870.0,1435.0,0.03,50.0,188.0,-1.0,2.0,192.0,82.0,1.0,71.0,73.0,2000000.0,20000.0,"ST, CAM, RW",Right,1.0,2.0,3.0,Medium/Medium,Lean,No,,,SUB,23.0,LOSC Lille,,2016.0,,,66.0,68.0,67.0,72.0,39.0,64.0,,,,,,,"Flair, Long Shot Taker (AI)",67.0,67.0,72.0,69.0,67.0,74.0,64.0,65.0,62.0,75.0,62.0,69.0,63.0,72.0,50.0,68.0,71.0,58.0,75.0,68.0,42.0,54.0,73.0,69.0,66.0,,33.0,30.0,19.0,8.0,13.0,10.0,16.0,10.0,71+0,71+0,71+0,70+0,71+0,71+0,71+0,70+0,70+0,70+0,70+0,69+0,66+0,66+0,66+0,69+0,55+0,55+0,55+0,55+0,55+0,52+0,50+0,50+0,50+0,52+0,1500.0
LOSC Lille,Michael Frey,BSC Young Boys,0.45,Ligue 1,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,86.0,1.0,68.0,74.0,1200000.0,8000.0,ST,Right,1.0,3.0,3.0,High/Medium,Stocky,No,,,RES,29.0,,2014-09-01,2018.0,,,64.0,65.0,58.0,63.0,26.0,66.0,,,,,,,,45.0,69.0,70.0,65.0,52.0,61.0,40.0,35.0,61.0,68.0,63.0,65.0,62.0,62.0,48.0,68.0,71.0,56.0,85.0,53.0,29.0,26.0,72.0,65.0,62.0,,22.0,20.0,16.0,10.0,14.0,7.0,16.0,14.0,68+0,68+0,68+0,63+0,66+0,66+0,66+0,63+0,65+0,65+0,65+0,63+0,60+0,60+0,60+0,63+0,45+0,46+0,46+0,46+0,45+0,43+0,41+0,41+0,41+0,43+0,20000.0
AS Saint-Étienne,Moustapha Sall,Al-Arabi SC,0.9,Ligue 1,2016,35.0,Defender,2359.0,1137.0,1222.0,Senegal,28.0,14.0,14.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,15.0,5.0,10.0,10.0,1.0,0.11,0.0,0.11,0.08,0.15,786.0,0.57,157.0,84.0,236.0,0.0,0.38,166.0,414.0,13.0,6.0,191.0,96.0,1.0,78.0,78.0,6500000.0,60000.0,CB,Right,1.0,3.0,2.0,Medium/High,Normal,No,,#Strength,RCB,26.0,,2006-07-01,2017.0,,,52.0,57.0,58.0,50.0,80.0,86.0,,,,,,,,52.0,53.0,78.0,62.0,57.0,48.0,59.0,61.0,58.0,59.0,52.0,52.0,27.0,70.0,40.0,71.0,64.0,72.0,94.0,57.0,88.0,78.0,46.0,54.0,54.0,,81.0,82.0,75.0,15.0,7.0,14.0,16.0,12.0,61+0,61+0,61+0,54+0,56+0,56+0,56+0,54+0,55+0,55+0,55+0,56+0,61+0,61+0,61+0,56+0,67+0,72+0,72+0,72+0,67+0,69+0,78+0,78+0,78+0,69+0,200.0
AS Saint-Étienne,Ismaël Diomandé,SM Caen,0.675,Ligue 1,2016,28.0,Midfielder,708.0,457.0,251.0,Côte d'Ivoire,13.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,10.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,71.0,54.0,354.0,0.0,0.25,406.0,407.0,-1.0,19.0,180.0,75.0,1.0,71.0,77.0,1900000.0,25000.0,"CDM, CM",Right,1.0,3.0,2.0,Low/High,Stocky,No,,,SUB,28.0,,2010-01-01,2017.0,,,70.0,56.0,63.0,71.0,71.0,75.0,,,,,,,,59.0,47.0,62.0,71.0,43.0,70.0,56.0,40.0,66.0,72.0,69.0,70.0,71.0,68.0,75.0,75.0,68.0,73.0,73.0,68.0,83.0,73.0,32.0,58.0,42.0,,73.0,73.0,67.0,16.0,8.0,10.0,15.0,9.0,60+0,60+0,60+0,63+0,62+0,62+0,62+0,63+0,63+0,63+0,63+0,64+0,66+0,66+0,66+0,64+0,70+0,71+0,71+0,71+0,70+0,69+0,71+0,71+0,71+0,69+0,150.0
AS Saint-Étienne,Paul Baysse,OGC Nice,0.45,Ligue 1,2016,32.0,Defender,2584.0,1408.0,1176.0,France,30.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,24.0,10.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,108.0,86.0,646.0,0.0,0.14,361.0,349.0,32.0,30.0,187.0,85.0,1.0,74.0,76.0,3200000.0,40000.0,"CB, RB",Right,1.0,3.0,2.0,Medium/Medium,Normal,No,,,SUB,4.0,AS Saint-Étienne,,2016.0,,,59.0,45.0,64.0,64.0,75.0,75.0,,,,,,,"Injury Prone, Power Header",65.0,37.0,75.0,69.0,29.0,62.0,56.0,36.0,65.0,67.0,56.0,61.0,60.0,71.0,58.0,59.0,78.0,70.0,78.0,50.0,74.0,74.0,48.0,60.0,48.0,,76.0,76.0,72.0,11.0,15.0,10.0,12.0,11.0,58+0,58+0,58+0,59+0,59+0,59+0,59+0,59+0,60+0,60+0,60+0,62+0,65+0,65+0,65+0,62+0,69+0,71+0,71+0,71+0,69+0,70+0,74+0,74+0,74+0,70+0,3700.0
SM Caen,Andy Delort,Tigres UANL,7.2,Ligue 1,2016,29.0,Forward,3140.0,1620.0,1520.0,France,36.0,18.0,18.0,12.0,5.0,7.0,2.0,1.0,1.0,4.0,1.0,10.0,8.0,2.0,39.0,21.0,18.0,5.0,0.0,0.4,0.06,0.34,0.28,0.41,262.0,1.12,81.0,87.0,628.0,1570.0,0.14,38.0,191.0,-1.0,1.0,182.0,82.0,1.0,73.0,80.0,4200000.0,35000.0,ST,Right,1.0,3.0,3.0,High/Medium,Stocky,No,,,ST,9.0,,2015-07-02,2019.0,,,72.0,76.0,60.0,73.0,26.0,76.0,,,,,,,"Diver, Selfish, Speed Dribbler (AI)",62.0,79.0,68.0,65.0,72.0,74.0,37.0,73.0,52.0,75.0,73.0,72.0,73.0,62.0,58.0,75.0,53.0,80.0,79.0,73.0,68.0,23.0,74.0,59.0,71.0,,20.0,20.0,24.0,10.0,14.0,10.0,8.0,11.0,73+0,73+0,73+0,71+0,71+0,71+0,71+0,71+0,69+0,69+0,69+0,69+0,62+0,62+0,62+0,69+0,52+0,48+0,48+0,48+0,52+0,48+0,43+0,43+0,43+0,48+0,71000.0
SM Caen,Dennis Appiah,RSC Anderlecht,2.7,Ligue 1,2016,28.0,Defender,3420.0,1710.0,1710.0,France,38.0,19.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,8.0,2.0,49.0,23.0,26.0,2.0,0.0,0.05,0.03,0.03,0.05,0.0,3420.0,1.29,70.0,90.0,1710.0,3420.0,0.05,260.0,243.0,109.0,9.0,179.0,68.0,1.0,70.0,75.0,1500000.0,20000.0,"RB, LB, CB",Right,1.0,3.0,2.0,Medium/Medium,Normal,No,,,RB,12.0,,2013-06-18,2018.0,,,72.0,37.0,61.0,59.0,71.0,75.0,,,,,,,,66.0,33.0,65.0,68.0,34.0,57.0,47.0,44.0,62.0,60.0,71.0,73.0,62.0,62.0,64.0,41.0,92.0,80.0,70.0,38.0,75.0,68.0,49.0,52.0,47.0,,73.0,72.0,74.0,9.0,8.0,11.0,13.0,9.0,53+0,53+0,53+0,57+0,55+0,55+0,55+0,57+0,57+0,57+0,57+0,61+0,61+0,61+0,61+0,61+0,69+0,68+0,68+0,68+0,69+0,70+0,71+0,71+0,71+0,70+0,1500.0
Stade Rennais FC,Ousmane Dembélé,Bor. Dortmund,13.5,Ligue 1,2016,23.0,Midfielder,1936.0,1108.0,828.0,France,26.0,13.0,13.0,12.0,7.0,5.0,5.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,31.0,15.0,16.0,1.0,0.0,0.79,0.23,0.56,0.57,0.54,161.0,1.44,62.0,74.0,1936.0,387.0,0.05,8.0,47.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209000.0
Stade Rennais FC,Ola Toivonen,Toulouse,1.35,Ligue 1,2016,34.0,Forward,16.0,0.0,16.0,Sweden,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0
Stade Rennais FC,Fallou Diagne,Werder Bremen,1.35,Ligue 1,2016,31.0,Defender,1859.0,1003.0,856.0,Senegal,22.0,12.0,10.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,32.0,19.0,13.0,7.0,0.0,0.24,0.0,0.24,0.18,0.32,372.0,1.55,58.0,85.0,266.0,0.0,0.34,83.0,388.0,154.0,4.0,185.0,80.0,1.0,74.0,78.0,3600000.0,35000.0,"CB, RB",Right,1.0,3.0,2.0,Medium/Medium,Lean,No,,,RCB,14.0,,2014-08-26,2017.0,,,70.0,42.0,60.0,68.0,75.0,72.0,,,,,,,,53.0,34.0,72.0,70.0,40.0,66.0,44.0,45.0,66.0,69.0,68.0,72.0,70.0,74.0,67.0,59.0,91.0,63.0,74.0,41.0,72.0,74.0,36.0,53.0,49.0,,75.0,77.0,73.0,11.0,15.0,6.0,12.0,11.0,57+0,57+0,57+0,59+0,58+0,58+0,58+0,59+0,60+0,60+0,60+0,61+0,63+0,63+0,63+0,61+0,69+0,71+0,71+0,71+0,69+0,70+0,74+0,74+0,74+0,70+0,500.0
Stade Rennais FC,Fallou Diagne,Werder Bremen,1.35,Ligue 1,2016,31.0,Defender,1859.0,1003.0,856.0,Senegal,22.0,12.0,10.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,32.0,19.0,13.0,7.0,0.0,0.24,0.0,0.24,0.18,0.32,372.0,1.55,58.0,85.0,266.0,0.0,0.34,83.0,388.0,154.0,4.0,185.0,80.0,1.0,74.0,78.0,3600000.0,35000.0,"CB, RB",Right,1.0,3.0,2.0,Medium/Medium,Lean,No,,,RCB,14.0,,2014-08-26,2017.0,,,70.0,42.0,60.0,68.0,75.0,72.0,,,,,,,,53.0,34.0,72.0,70.0,40.0,66.0,44.0,45.0,66.0,69.0,68.0,72.0,70.0,74.0,67.0,59.0,91.0,63.0,74.0,41.0,72.0,74.0,36.0,53.0,49.0,,75.0,77.0,73.0,11.0,15.0,6.0,12.0,11.0,57+0,57+0,57+0,59+0,58+0,58+0,58+0,59+0,60+0,60+0,60+0,61+0,63+0,63+0,63+0,61+0,69+0,71+0,71+0,71+0,69+0,70+0,74+0,74+0,74+0,70+0,500.0
Stade Rennais FC,Steven Moreira,FC Lorient,1.08,Ligue 1,2016,26.0,Defender,1227.0,517.0,710.0,France,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,17.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,72.0,77.0,614.0,0.0,0.15,384.0,390.0,103.0,27.0,178.0,70.0,1.0,71.0,78.0,2000000.0,15000.0,"LB, RM, RB",Right,1.0,2.0,2.0,High/Medium,Lean,No,,,RWB,12.0,,2013-12-05,2016.0,,,70.0,31.0,69.0,66.0,73.0,63.0,,,,,,,,74.0,24.0,54.0,75.0,34.0,65.0,43.0,29.0,69.0,66.0,69.0,70.0,72.0,70.0,66.0,42.0,52.0,66.0,59.0,28.0,72.0,74.0,53.0,69.0,35.0,,75.0,75.0,73.0,10.0,14.0,9.0,15.0,9.0,52+0,52+0,52+0,62+0,58+0,58+0,58+0,62+0,63+0,63+0,63+0,65+0,66+0,66+0,66+0,65+0,72+0,71+0,71+0,71+0,72+0,71+0,69+0,69+0,69+0,71+0,2200.0
Stade Rennais FC,Philipp Hosiner,Union Berlin,0.45,Ligue 1,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0
SCO Angers,Romain Saïss,Wolves,3.6,Ligue 1,2016,30.0,Midfielder,3107.0,1608.0,1499.0,Morocco,35.0,18.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,17.0,11.0,6.0,31.0,12.0,19.0,12.0,0.0,0.12,0.06,0.06,0.06,0.06,1554.0,0.9,100.0,89.0,259.0,1554.0,0.35,225.0,195.0,-1.0,9.0,190.0,76.0,1.0,67.0,67.0,625000.0,9000.0,"CDM, CM",Left,1.0,3.0,2.0,High/Low,Normal,No,,,CDM,28.0,,2015-07-03,2017.0,,,67.0,34.0,57.0,58.0,67.0,76.0,,,,,,,,46.0,26.0,71.0,69.0,32.0,55.0,42.0,35.0,61.0,65.0,69.0,65.0,60.0,62.0,46.0,49.0,63.0,79.0,76.0,34.0,76.0,65.0,39.0,52.0,47.0,,67.0,71.0,57.0,10.0,16.0,6.0,11.0,7.0,52+0,52+0,52+0,54+0,53+0,53+0,53+0,54+0,56+0,56+0,56+0,57+0,60+0,60+0,60+0,57+0,64+0,67+0,67+0,67+0,64+0,65+0,68+,68+,68+,65+0,18000.0
SCO Angers,Arnold Bouka Moutou,Dijon,0.36,Ligue 1,2016,32.0,Defender,1243.0,504.0,739.0,Congo,23.0,11.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,11.0,6.0,5.0,2.0,0.0,0.14,0.0,0.14,0.18,0.12,622.0,0.8,113.0,54.0,622.0,0.0,0.14,142.0,313.0,27.0,6.0,175.0,69.0,1.0,67.0,70.0,725000.0,10000.0,LB,Left,1.0,2.0,2.0,High/Medium,Normal,No,,,SUB,3.0,,2012-01-31,2017.0,,,70.0,22.0,61.0,66.0,65.0,66.0,,,,,,,,69.0,18.0,49.0,68.0,17.0,62.0,45.0,53.0,57.0,70.0,73.0,67.0,67.0,66.0,84.0,16.0,80.0,71.0,62.0,22.0,68.0,57.0,56.0,49.0,51.0,,73.0,65.0,71.0,16.0,6.0,16.0,9.0,13.0,47+0,47+0,47+0,58+0,54+0,54+0,54+0,58+0,58+0,58+0,58+0,62+0,60+0,60+0,60+0,62+0,67+0,65+0,65+0,65+0,67+0,67+0,65+0,65+0,65+0,67+0,100.0
SC Bastia,François Kamano,G. Bordeaux,2.25,Ligue 1,2016,24.0,Forward,1412.0,721.0,691.0,Guinea,23.0,11.0,12.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,15.0,3.0,12.0,4.0,2.0,0.19,0.0,0.19,0.12,0.26,471.0,0.96,94.0,61.0,235.0,0.0,0.38,101.0,373.0,-1.0,4.0,182.0,75.0,1.0,71.0,85.0,3300000.0,15000.0,"RM, LM",Right,1.0,4.0,3.0,High/Medium,Normal,No,,#Speedster,RM,25.0,,2014-07-03,2018.0,,,90.0,69.0,63.0,76.0,32.0,55.0,,,,,,,,73.0,71.0,49.0,61.0,65.0,80.0,57.0,55.0,55.0,70.0,90.0,90.0,79.0,62.0,78.0,74.0,52.0,58.0,56.0,63.0,51.0,24.0,71.0,65.0,62.0,,33.0,30.0,29.0,13.0,12.0,11.0,13.0,10.0,69+0,69+0,69+0,73+0,71+0,71+0,71+0,73+0,69+0,69+0,69+0,71+0,61+0,61+0,61+0,71+0,54+0,48+0,48+0,48+0,54+0,51+0,42+0,42+0,42+0,51+0,2100.0
SC Bastia,Floyd Ayité,Fulham,1.8,Ligue 1,2016,32.0,Midfielder,2628.0,1247.0,1381.0,Togo,32.0,16.0,16.0,8.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,12.0,9.0,3.0,33.0,12.0,21.0,3.0,1.0,0.38,0.1,0.27,0.36,0.2,329.0,1.13,80.0,82.0,657.0,876.0,0.14,67.0,145.0,-1.0,1.0,174.0,68.0,1.0,75.0,78.0,4900000.0,40000.0,"LM, ST",Right,1.0,4.0,4.0,High/Low,Normal,No,,,ST,7.0,,2014-07-01,2017.0,,,85.0,72.0,68.0,80.0,26.0,55.0,,,,,,,"Selfish, Technical Dribbler (AI)",73.0,75.0,58.0,70.0,67.0,82.0,69.0,70.0,58.0,78.0,84.0,85.0,81.0,69.0,77.0,73.0,56.0,60.0,56.0,68.0,44.0,22.0,77.0,67.0,60.0,,19.0,26.0,20.0,16.0,6.0,12.0,14.0,9.0,73+0,73+0,73+0,76+0,75+0,75+0,75+0,76+0,74+0,74+0,74+0,75+0,65+0,65+0,65+0,75+0,54+0,48+0,48+0,48+0,54+0,50+0,40+0,40+0,40+0,50+0,1200.0
